day,start_time,student_group 1007_Genesis Enterpreneurship Classroom [40] 0,student_group 1025_ASTEM FOUNDATION Classroom [38] 0,student_group 1009_ARZINGER Classroom [34] 0,student_group 1003_TA Ventures Classroom [148] 0,student_group 1005_Genesis Growth Classroom [34] 0,student_group 0_online [10009] 0,student_group 1010_ПУМБ Classroom [32] 0,student_group 1030_Roy Gartner Memorial classroom [40] 0,student_group 1002_ASTEM FOUNDATION Classroom [70] 0,student_group 0_online [10009] 1,student_group_id 1007_Genesis Enterpreneurship Classroom [40] 0,student_group_id 1025_ASTEM FOUNDATION Classroom [38] 0,student_group_id 1009_ARZINGER Classroom [34] 0,student_group_id 1003_TA Ventures Classroom [148] 0,student_group_id 1005_Genesis Growth Classroom [34] 0,student_group_id 0_online [10009] 0,student_group_id 1010_ПУМБ Classroom [32] 0,student_group_id 1030_Roy Gartner Memorial classroom [40] 0,student_group_id 1002_ASTEM FOUNDATION Classroom [70] 0,student_group_id 0_online [10009] 1,div 1007_Genesis Enterpreneurship Classroom [40] 0,div 1025_ASTEM FOUNDATION Classroom [38] 0,div 1009_ARZINGER Classroom [34] 0,div 1003_TA Ventures Classroom [148] 0,div 1005_Genesis Growth Classroom [34] 0,div 0_online [10009] 0,div 1010_ПУМБ Classroom [32] 0,div 1030_Roy Gartner Memorial classroom [40] 0,div 1002_ASTEM FOUNDATION Classroom [70] 0,div 0_online [10009] 1,subject 1007_Genesis Enterpreneurship Classroom [40] 0,subject 1025_ASTEM FOUNDATION Classroom [38] 0,subject 1009_ARZINGER Classroom [34] 0,subject 1003_TA Ventures Classroom [148] 0,subject 1005_Genesis Growth Classroom [34] 0,subject 0_online [10009] 0,subject 1010_ПУМБ Classroom [32] 0,subject 1030_Roy Gartner Memorial classroom [40] 0,subject 1002_ASTEM FOUNDATION Classroom [70] 0,subject 0_online [10009] 1,teacher 1007_Genesis Enterpreneurship Classroom [40] 0,teacher 1025_ASTEM FOUNDATION Classroom [38] 0,teacher 1009_ARZINGER Classroom [34] 0,teacher 1003_TA Ventures Classroom [148] 0,teacher 1005_Genesis Growth Classroom [34] 0,teacher 0_online [10009] 0,teacher 1010_ПУМБ Classroom [32] 0,teacher 1030_Roy Gartner Memorial classroom [40] 0,teacher 1002_ASTEM FOUNDATION Classroom [70] 0,teacher 0_online [10009] 1,day_of_week 1007_Genesis Enterpreneurship Classroom [40] 0,day_of_week 1025_ASTEM FOUNDATION Classroom [38] 0,day_of_week 1009_ARZINGER Classroom [34] 0,day_of_week 1003_TA Ventures Classroom [148] 0,day_of_week 1005_Genesis Growth Classroom [34] 0,day_of_week 0_online [10009] 0,day_of_week 1010_ПУМБ Classroom [32] 0,day_of_week 1030_Roy Gartner Memorial classroom [40] 0,day_of_week 1002_ASTEM FOUNDATION Classroom [70] 0,day_of_week 0_online [10009] 1,lesson_date 1007_Genesis Enterpreneurship Classroom [40] 0,lesson_date 1025_ASTEM FOUNDATION Classroom [38] 0,lesson_date 1009_ARZINGER Classroom [34] 0,lesson_date 1003_TA Ventures Classroom [148] 0,lesson_date 1005_Genesis Growth Classroom [34] 0,lesson_date 0_online [10009] 0,lesson_date 1010_ПУМБ Classroom [32] 0,lesson_date 1030_Roy Gartner Memorial classroom [40] 0,lesson_date 1002_ASTEM FOUNDATION Classroom [70] 0,lesson_date 0_online [10009] 1,num_pair 1007_Genesis Enterpreneurship Classroom [40] 0,num_pair 1025_ASTEM FOUNDATION Classroom [38] 0,num_pair 1009_ARZINGER Classroom [34] 0,num_pair 1003_TA Ventures Classroom [148] 0,num_pair 1005_Genesis Growth Classroom [34] 0,num_pair 0_online [10009] 0,num_pair 1010_ПУМБ Classroom [32] 0,num_pair 1030_Roy Gartner Memorial classroom [40] 0,num_pair 1002_ASTEM FOUNDATION Classroom [70] 0,num_pair 0_online [10009] 1,lesson_id 1007_Genesis Enterpreneurship Classroom [40] 0,lesson_id 1025_ASTEM FOUNDATION Classroom [38] 0,lesson_id 1009_ARZINGER Classroom [34] 0,lesson_id 1003_TA Ventures Classroom [148] 0,lesson_id 1005_Genesis Growth Classroom [34] 0,lesson_id 0_online [10009] 0,lesson_id 1010_ПУМБ Classroom [32] 0,lesson_id 1030_Roy Gartner Memorial classroom [40] 0,lesson_id 1002_ASTEM FOUNDATION Classroom [70] 0,lesson_id 0_online [10009] 1,is_online 1007_Genesis Enterpreneurship Classroom [40] 0,is_online 1025_ASTEM FOUNDATION Classroom [38] 0,is_online 1009_ARZINGER Classroom [34] 0,is_online 1003_TA Ventures Classroom [148] 0,is_online 1005_Genesis Growth Classroom [34] 0,is_online 0_online [10009] 0,is_online 1010_ПУМБ Classroom [32] 0,is_online 1030_Roy Gartner Memorial classroom [40] 0,is_online 1002_ASTEM FOUNDATION Classroom [70] 0,is_online 0_online [10009] 1,room_id 1007_Genesis Enterpreneurship Classroom [40] 0,room_id 1025_ASTEM FOUNDATION Classroom [38] 0,room_id 1009_ARZINGER Classroom [34] 0,room_id 1003_TA Ventures Classroom [148] 0,room_id 1005_Genesis Growth Classroom [34] 0,room_id 0_online [10009] 0,room_id 1010_ПУМБ Classroom [32] 0,room_id 1030_Roy Gartner Memorial classroom [40] 0,room_id 1002_ASTEM FOUNDATION Classroom [70] 0,room_id 0_online [10009] 1,auditory_id 1007_Genesis Enterpreneurship Classroom [40] 0,auditory_id 1025_ASTEM FOUNDATION Classroom [38] 0,auditory_id 1009_ARZINGER Classroom [34] 0,auditory_id 1003_TA Ventures Classroom [148] 0,auditory_id 1005_Genesis Growth Classroom [34] 0,auditory_id 0_online [10009] 0,auditory_id 1010_ПУМБ Classroom [32] 0,auditory_id 1030_Roy Gartner Memorial classroom [40] 0,auditory_id 1002_ASTEM FOUNDATION Classroom [70] 0,auditory_id 0_online [10009] 1,time_slot_id 1007_Genesis Enterpreneurship Classroom [40] 0,time_slot_id 1025_ASTEM FOUNDATION Classroom [38] 0,time_slot_id 1009_ARZINGER Classroom [34] 0,time_slot_id 1003_TA Ventures Classroom [148] 0,time_slot_id 1005_Genesis Growth Classroom [34] 0,time_slot_id 0_online [10009] 0,time_slot_id 1010_ПУМБ Classroom [32] 0,time_slot_id 1030_Roy Gartner Memorial classroom [40] 0,time_slot_id 1002_ASTEM FOUNDATION Classroom [70] 0,time_slot_id 0_online [10009] 1,schedule_id 1007_Genesis Enterpreneurship Classroom [40] 0,schedule_id 1025_ASTEM FOUNDATION Classroom [38] 0,schedule_id 1009_ARZINGER Classroom [34] 0,schedule_id 1003_TA Ventures Classroom [148] 0,schedule_id 1005_Genesis Growth Classroom [34] 0,schedule_id 0_online [10009] 0,schedule_id 1010_ПУМБ Classroom [32] 0,schedule_id 1030_Roy Gartner Memorial classroom [40] 0,schedule_id 1002_ASTEM FOUNDATION Classroom [70] 0,schedule_id 0_online [10009] 1,teacher_id 1007_Genesis Enterpreneurship Classroom [40] 0,teacher_id 1025_ASTEM FOUNDATION Classroom [38] 0,teacher_id 1009_ARZINGER Classroom [34] 0,teacher_id 1003_TA Ventures Classroom [148] 0,teacher_id 1005_Genesis Growth Classroom [34] 0,teacher_id 0_online [10009] 0,teacher_id 1010_ПУМБ Classroom [32] 0,teacher_id 1030_Roy Gartner Memorial classroom [40] 0,teacher_id 1002_ASTEM FOUNDATION Classroom [70] 0,teacher_id 0_online [10009] 1,is_lection 1007_Genesis Enterpreneurship Classroom [40] 0,is_lection 1025_ASTEM FOUNDATION Classroom [38] 0,is_lection 1009_ARZINGER Classroom [34] 0,is_lection 1003_TA Ventures Classroom [148] 0,is_lection 1005_Genesis Growth Classroom [34] 0,is_lection 0_online [10009] 0,is_lection 1010_ПУМБ Classroom [32] 0,is_lection 1030_Roy Gartner Memorial classroom [40] 0,is_lection 1002_ASTEM FOUNDATION Classroom [70] 0,is_lection 0_online [10009] 1,text 1007_Genesis Enterpreneurship Classroom [40] 0,text 1025_ASTEM FOUNDATION Classroom [38] 0,text 1009_ARZINGER Classroom [34] 0,text 1003_TA Ventures Classroom [148] 0,text 1005_Genesis Growth Classroom [34] 0,text 0_online [10009] 0,text 1010_ПУМБ Classroom [32] 0,text 1030_Roy Gartner Memorial classroom [40] 0,text 1002_ASTEM FOUNDATION Classroom [70] 0,text 0_online [10009] 1
MONDAY,08:30:00,ОП (П) 6,,,ІУ (Л) 1,ОПІ,,ВМ (Л) 1,,А (П) 2,,1317.0,,,1233.0,1259.0,,1227.0,,1224.0,,6.0,,,6.0,6.0,,6.0,,6.0,,Основи програмування,,,Сучасна історія України,Основи програмної інженерії,,Вступ до математики,,Англійська для навчання та роботи 1,,Бардін Владислав,,,Стадний Єгор,Подколзін Андрій,,Павлов Тарас,,Князь Ганна,,1.0,,,1.0,1.0,,1.0,,1.0,,2023-12-12,,,2023-12-12,2023-12-12,,2023-12-12,,2023-12-12,,1.0,,,1.0,1.0,,1.0,,1.0,,193.0,,,339.0,344.0,,192.0,,547.0,,офлайн,,,офлайн,офлайн,,офлайн,,офлайн,,5.0,,,2.0,4.0,,7.0,,0.0,,1007.0,,,1003.0,1005.0,,1010.0,,1002.0,,0.0,,,0.0,0.0,,0.0,,0.0,,127.0,,,23.0,159.0,,81.0,,21.0,,5160.0,,,3434.0,5064.0,,3333.0,,5048.0,,практика,,,лекція,практика,,лекція,,практика,,"Основи програмування
ОП (П) 6
Бардін Владислав
практика
офлайн
[127]",,,"Сучасна історія України
ІУ (Л) 1
Стадний Єгор
лекція
офлайн
[23]","Основи програмної інженерії
ОПІ
Подколзін Андрій
практика
офлайн
[159]",,"Вступ до математики
ВМ (Л) 1
Павлов Тарас
лекція
офлайн
[81]",,"Англійська для навчання та роботи 1
А (П) 2
Князь Ганна
практика
офлайн
[21]",
MONDAY,10:00:00,А (Е) 10,ЕМ,ПП,Мі,А (Е) 8,ВМ (Л) 0,А (Е) 3,А (П) 2,,,1220.0,1290.0,1257.0,1255.0,1218.0,1280.0,1213.0,1224.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,Англійська для навчання та роботи 1,Економетрика,Парадигми програмування,Мікроекономіка II,Англійська для навчання та роботи 1,Вступ до математики,Англійська для навчання та роботи 1,Англійська для навчання та роботи 1,,,Питель Дар`я,Таміліна Лариса,Яременко Вадим,Махова Галина,Коркач Дарина,Павлов Тарас,Фролова Діана,Князь Ганна,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,547.0,216.0,233.0,203.0,547.0,192.0,547.0,547.0,,,офлайн,офлайн,офлайн,офлайн,офлайн,онлайн,офлайн,офлайн,,,5.0,1.0,6.0,2.0,4.0,8.0,7.0,3.0,,,1007.0,1025.0,1009.0,1003.0,1005.0,0.0,1010.0,1030.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,40.0,172.0,139.0,146.0,60.0,80.0,50.0,19.0,,,5049.0,4001.0,3727.0,3753.0,5047.0,3333.0,3739.0,5048.0,,,практика,лекція,лекція,практика,практика,лекція,практика,практика,,,"Англійська для навчання та роботи 1
А (Е) 10
Питель Дар`я
практика
офлайн
[40]","Економетрика
ЕМ
Таміліна Лариса
лекція
офлайн
[172]","Парадигми програмування
ПП
Яременко Вадим
лекція
офлайн
[139]","Мікроекономіка II
Мі
Махова Галина
практика
офлайн
[146]","Англійська для навчання та роботи 1
А (Е) 8
Коркач Дарина
практика
офлайн
[60]","Вступ до математики
ВМ (Л) 0
Павлов Тарас
лекція
онлайн
[80]","Англійська для навчання та роботи 1
А (Е) 3
Фролова Діана
практика
офлайн
[50]","Англійська для навчання та роботи 1
А (П) 2
Князь Ганна
практика
офлайн
[19]",,
MONDAY,11:30:00,,ДПСН,ВМ (БЕ) 1,ІУ (Л) 2,ЕПП,А (Е) 1,,,ВМ (ПІБА) 1,,,1262.0,1195.0,1234.0,1249.0,1210.0,,,1191.0,,,6.0,6.0,6.0,6.0,6.0,,,6.0,,,Дослідницький проект у соціальних науках,Вступ до математики,Сучасна історія України,Етика в правничій професії,Англійська для навчання та роботи 1,,,Вступ до математики,,,Таміліна Лариса,Рустамова Анна,Стадний Єгор,Грищенко Катерина,Фролова Діана,,,Новак Антоніна,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,,,2023-12-12,,,3.0,3.0,3.0,3.0,3.0,,,3.0,,,357.0,192.0,339.0,563.0,547.0,,,192.0,,,офлайн,офлайн,офлайн,офлайн,онлайн,,,офлайн,,,1.0,6.0,2.0,4.0,8.0,,,0.0,,,1025.0,1009.0,1003.0,1005.0,0.0,,,1002.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,177.0,102.0,24.0,8.0,47.0,,,90.0,,,4001.0,5042.0,3434.0,5053.0,3739.0,,,3539.0,,,лекція,практика,лекція,практика,практика,,,практика,,,"Дослідницький проект у соціальних науках
ДПСН
Таміліна Лариса
лекція
офлайн
[177]","Вступ до математики
ВМ (БЕ) 1
Рустамова Анна
практика
офлайн
[102]","Сучасна історія України
ІУ (Л) 2
Стадний Єгор
лекція
офлайн
[24]","Етика в правничій професії
ЕПП
Грищенко Катерина
практика
офлайн
[8]","Англійська для навчання та роботи 1
А (Е) 1
Фролова Діана
практика
онлайн
[47]",,,"Вступ до математики
ВМ (ПІБА) 1
Новак Антоніна
практика
офлайн
[90]",
MONDAY,13:30:00,А (П) 4,ОП (П) 2,ВР,ІУ (Л) 2,ВМ (Л) 4,МЕЗ онлайн,ВМ (БЕ) 1,А (Е) 4,,,1226.0,1286.0,1132.0,1234.0,1230.0,1253.0,1195.0,1214.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,Англійська для навчання та роботи 1,Основи програмування,Вступ до релігієзнавства,Сучасна історія України,Вступ до математики,Математика для економічних застосувань ІІ,Вступ до математики,Англійська для навчання та роботи 1,,,Князь Ганна,Радченко Олексій,Нікіфоров Карен,Стадний Єгор,Павлов Тарас,Аксьонов Михайло,Рустамова Анна,Фролова Діана,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,2023-12-12,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,547.0,193.0,349.0,339.0,192.0,202.0,192.0,547.0,,,офлайн,офлайн,офлайн,офлайн,офлайн,онлайн,офлайн,офлайн,,,5.0,1.0,6.0,2.0,4.0,8.0,7.0,3.0,,,1007.0,1025.0,1009.0,1003.0,1005.0,0.0,1010.0,1030.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,16.0,120.0,187.0,25.0,84.0,152.0,101.0,53.0,,,5048.0,5161.0,5210.0,3434.0,3333.0,5059.0,5042.0,3739.0,,,практика,практика,лекція,лекція,лекція,практика,практика,практика,,,"Англійська для навчання та роботи 1
А (П) 4
Князь Ганна
практика
офлайн
[16]","Основи програмування
ОП (П) 2
Радченко Олексій
практика
офлайн
[120]","Вступ до релігієзнавства
ВР
Нікіфоров Карен
лекція
офлайн
[187]","Сучасна історія України
ІУ (Л) 2
Стадний Єгор
лекція
офлайн
[25]","Вступ до математики
ВМ (Л) 4
Павлов Тарас
лекція
офлайн
[84]","Математика для економічних застосувань ІІ
МЕЗ онлайн
Аксьонов Михайло
практика
онлайн
[152]","Вступ до математики
ВМ (БЕ) 1
Рустамова Анна
практика
офлайн
[101]","Англійська для навчання та роботи 1
А (Е) 4
Фролова Діана
практика
офлайн
[53]",,
MONDAY,15:00:00,ІУ (П) 6,,ІУ (П) 7,,,,А (П) 4,,ПМ,,1242.0,,1243.0,,,,1226.0,,1263.0,,6.0,,6.0,,,,6.0,,6.0,,Сучасна історія України,,Сучасна історія України,,,,Англійська для навчання та роботи 1,,Управління проектами,,Красінько Ольга,,Куделя Володимир,,,,Князь Ганна,,Відякін Михайло,,1.0,,1.0,,,,1.0,,1.0,,2023-12-12,,2023-12-12,,,,2023-12-12,,2023-12-12,,5.0,,5.0,,,,5.0,,5.0,,339.0,,339.0,,,,547.0,,559.0,,офлайн,,офлайн,,,,офлайн,,офлайн,,5.0,,6.0,,,,7.0,,0.0,,1007.0,,1009.0,,,,1010.0,,1002.0,,4.0,,4.0,,,,4.0,,4.0,,31.0,,32.0,,,,17.0,,183.0,,5144.0,,5145.0,,,,5048.0,,5066.0,,практика,,практика,,,,практика,,лекція,,"Сучасна історія України
ІУ (П) 6
Красінько Ольга
практика
офлайн
[31]",,"Сучасна історія України
ІУ (П) 7
Куделя Володимир
практика
офлайн
[32]",,,,"Англійська для навчання та роботи 1
А (П) 4
Князь Ганна
практика
офлайн
[17]",,"Управління проектами
ПМ
Відякін Михайло
лекція
офлайн
[183]",
MONDAY,16:30:00,,А (IT) 7,ВМ (БЕ) 4,КШЕ 2,,,,МЕЗ (П) 1,ВР,,,1208.0,1198.0,1187.0,,,,1273.0,1132.0,,,6.0,6.0,6.0,,,,6.0,6.0,,,Англійська для навчання та роботи 1,Вступ до математики,Як навчатися в КШЕ,,,,Математика для економічних застосувань ІІ,Вступ до релігієзнавства,,,Кір'якова Дар'я,Захарійченко Ліліана,Шевченко Георгій,,,,Дашков Олександр,Нікіфоров Карен,,,1.0,1.0,1.0,,,,1.0,1.0,,,2023-12-12,2023-12-12,2023-12-12,,,,2023-12-12,2023-12-12,,,6.0,6.0,6.0,,,,6.0,6.0,,,547.0,192.0,546.0,,,,202.0,349.0,,,офлайн,офлайн,офлайн,,,,офлайн,офлайн,,,1.0,6.0,2.0,,,,3.0,0.0,,,1025.0,1009.0,1003.0,,,,1030.0,1002.0,,,5.0,5.0,5.0,,,,5.0,5.0,,,76.0,107.0,35.0,,,,153.0,189.0,,,5051.0,3752.0,2498.0,,,,5060.0,5210.0,,,практика,практика,лекція,,,,практика,практика,,,"Англійська для навчання та роботи 1
А (IT) 7
Кір'якова Дар'я
практика
офлайн
[76]","Вступ до математики
ВМ (БЕ) 4
Захарійченко Ліліана
практика
офлайн
[107]","Як навчатися в КШЕ
КШЕ 2
Шевченко Георгій
лекція
офлайн
[35]",,,,"Математика для економічних застосувань ІІ
МЕЗ (П) 1
Дашков Олександр
практика
офлайн
[153]","Вступ до релігієзнавства
ВР
Нікіфоров Карен
практика
офлайн
[189]",
TUESDAY,08:30:00,,МЕЗ (П) 2,ОП (П) 3,ІТЕ (Л)2,А (IT) 3,ВМ0,А (П) 2,ПП,ВМ (К),ЕМ 0,,1274.0,1287.0,1307.0,1204.0,1141.0,1224.0,1257.0,1190.0,1279.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,Математика для економічних застосувань ІІ,Основи програмування,Основи ІТ для бізнесу,Англійська для навчання та роботи 1,Вступ до математики,Англійська для навчання та роботи 1,Парадигми програмування,Вступ до математики,Економетрика,,Дашков Олександр,Бардін Владислав,Давидко Василь,Скрипак Ольга,Грибель Ольга,Князь Ганна,Яременко Вадим,Чоп'юк Юрій,Нікуліна Олена,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,202.0,193.0,570.0,547.0,192.0,547.0,233.0,192.0,216.0,,офлайн,офлайн,офлайн,офлайн,онлайн,офлайн,офлайн,офлайн,онлайн,,1.0,6.0,2.0,4.0,8.0,7.0,3.0,0.0,8.0,,1025.0,1009.0,1003.0,1005.0,0.0,1010.0,1030.0,1002.0,0.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,156.0,122.0,136.0,69.0,95.0,20.0,138.0,100.0,175.0,,5060.0,5160.0,5052.0,5046.0,5045.0,5048.0,3727.0,3737.0,5065.0,,практика,практика,лекція,практика,практика,практика,практика,практика,практика,,"Математика для економічних застосувань ІІ
МЕЗ (П) 2
Дашков Олександр
практика
офлайн
[156]","Основи програмування
ОП (П) 3
Бардін Владислав
практика
офлайн
[122]","Основи ІТ для бізнесу
ІТЕ (Л)2
Давидко Василь
лекція
офлайн
[136]","Англійська для навчання та роботи 1
А (IT) 3
Скрипак Ольга
практика
офлайн
[69]","Вступ до математики
ВМ0
Грибель Ольга
практика
онлайн
[95]","Англійська для навчання та роботи 1
А (П) 2
Князь Ганна
практика
офлайн
[20]","Парадигми програмування
ПП
Яременко Вадим
практика
офлайн
[138]","Вступ до математики
ВМ (К)
Чоп'юк Юрій
практика
офлайн
[100]","Економетрика
ЕМ 0
Нікуліна Олена
практика
онлайн
[175]"
TUESDAY,10:00:00,ПП,ОП (П) 3,А (П) 4,ІУ (Л) 1,ДПСН,,А (Е) 12,ЙС (П)1,,,1257.0,1287.0,1226.0,1233.0,1262.0,,1222.0,1300.0,,,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,,,Парадигми програмування,Основи програмування,Англійська для навчання та роботи 1,Сучасна історія України,Дослідницький проект у соціальних науках,,Англійська для навчання та роботи 1,Імовірність і статистика,,,Яременко Вадим,Бардін Владислав,Князь Ганна,Стадний Єгор,Таміліна Лариса,,Питель Дар`я,Горовой Микита,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,,2023-12-13,2023-12-13,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,233.0,193.0,547.0,339.0,357.0,,547.0,205.0,,,офлайн,офлайн,офлайн,офлайн,офлайн,,офлайн,офлайн,,,5.0,1.0,6.0,2.0,4.0,,7.0,3.0,,,1007.0,1025.0,1009.0,1003.0,1005.0,,1010.0,1030.0,,,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,,137.0,121.0,18.0,22.0,178.0,,44.0,164.0,,,3727.0,5160.0,5048.0,3434.0,4001.0,,5049.0,5061.0,,,практика,практика,практика,лекція,лекція,,практика,практика,,,"Парадигми програмування
ПП
Яременко Вадим
практика
офлайн
[137]","Основи програмування
ОП (П) 3
Бардін Владислав
практика
офлайн
[121]","Англійська для навчання та роботи 1
А (П) 4
Князь Ганна
практика
офлайн
[18]","Сучасна історія України
ІУ (Л) 1
Стадний Єгор
лекція
офлайн
[22]","Дослідницький проект у соціальних науках
ДПСН
Таміліна Лариса
лекція
офлайн
[178]",,"Англійська для навчання та роботи 1
А (Е) 12
Питель Дар`я
практика
офлайн
[44]","Імовірність і статистика
ЙС (П)1
Горовой Микита
практика
офлайн
[164]",,
TUESDAY,11:30:00,МЕЗ (П) 2,,А (ІТ) 2,ІТЕ (Л)2,ЕПП,ІУ (П) 5,ОП (П) 6,А (IT) 8,ПП,,1274.0,,1203.0,1307.0,1249.0,1241.0,1317.0,1209.0,1257.0,,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,Математика для економічних застосувань ІІ,,Англійська для навчання та роботи 1,Основи ІТ для бізнесу,Етика в правничій професії,Сучасна історія України,Основи програмування,Англійська для навчання та роботи 1,Парадигми програмування,,Дашков Олександр,,Скрипак Ольга,Давидко Василь,Грищенко Катерина,Стадний Єгор,Бардін Владислав,Кір'якова Дар'я,Яременко Вадим,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2023-12-13,,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,202.0,,547.0,570.0,563.0,339.0,193.0,547.0,233.0,,офлайн,,офлайн,офлайн,офлайн,онлайн,офлайн,офлайн,офлайн,,5.0,,6.0,2.0,4.0,8.0,7.0,3.0,0.0,,1007.0,,1009.0,1003.0,1005.0,0.0,1010.0,1030.0,1002.0,,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,155.0,,66.0,135.0,9.0,30.0,128.0,78.0,140.0,,5060.0,,5046.0,5052.0,5053.0,3434.0,5160.0,5051.0,3727.0,,практика,,практика,лекція,практика,практика,практика,практика,лекція,,"Математика для економічних застосувань ІІ
МЕЗ (П) 2
Дашков Олександр
практика
офлайн
[155]",,"Англійська для навчання та роботи 1
А (ІТ) 2
Скрипак Ольга
практика
офлайн
[66]","Основи ІТ для бізнесу
ІТЕ (Л)2
Давидко Василь
лекція
офлайн
[135]","Етика в правничій професії
ЕПП
Грищенко Катерина
практика
офлайн
[9]","Сучасна історія України
ІУ (П) 5
Стадний Єгор
практика
онлайн
[30]","Основи програмування
ОП (П) 6
Бардін Владислав
практика
офлайн
[128]","Англійська для навчання та роботи 1
А (IT) 8
Кір'якова Дар'я
практика
офлайн
[78]","Парадигми програмування
ПП
Яременко Вадим
лекція
офлайн
[140]",
TUESDAY,13:30:00,ВМ (Т) 1,,А (Е) 12,ІТЕ (Л) 1,ДПСН,А (П) 1,ЙС (П)1,ЙС (П)3,,,1275.0,,1222.0,1306.0,1262.0,1223.0,1300.0,1302.0,,,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,,,Вступ до математики,,Англійська для навчання та роботи 1,Основи ІТ для бізнесу,Дослідницький проект у соціальних науках,Англійська для навчання та роботи 1,Імовірність і статистика,Імовірність і статистика,,,Павлов Тарас,,Питель Дар`я,Давидко Василь,Таміліна Лариса,Князь Ганна,Горовой Микита,Аксьонов Михайло,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,2023-12-13,,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,2023-12-13,,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,192.0,,547.0,570.0,357.0,547.0,205.0,205.0,,,офлайн,,офлайн,офлайн,офлайн,онлайн,офлайн,офлайн,,,5.0,,6.0,2.0,4.0,8.0,7.0,3.0,,,1007.0,,1009.0,1003.0,1005.0,0.0,1010.0,1030.0,,,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,,,129.0,,45.0,133.0,180.0,10.0,163.0,168.0,,,3333.0,,5049.0,5052.0,4001.0,5048.0,5061.0,5059.0,,,практика,,практика,лекція,практика,практика,практика,практика,,,"Вступ до математики
ВМ (Т) 1
Павлов Тарас
практика
офлайн
[129]",,"Англійська для навчання та роботи 1
А (Е) 12
Питель Дар`я
практика
офлайн
[45]","Основи ІТ для бізнесу
ІТЕ (Л) 1
Давидко Василь
лекція
офлайн
[133]","Дослідницький проект у соціальних науках
ДПСН
Таміліна Лариса
практика
офлайн
[180]","Англійська для навчання та роботи 1
А (П) 1
Князь Ганна
практика
онлайн
[10]","Імовірність і статистика
ЙС (П)1
Горовой Микита
практика
офлайн
[163]","Імовірність і статистика
ЙС (П)3
Аксьонов Михайло
практика
офлайн
[168]",,
